"","","","","","html-keyboard-response","14","286853","0.0-4.0-0.5","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","15","289377","0.0-4.0-1.5","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","2522","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM5.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","16","290379","0.0-4.0-0.6","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","17","292497","0.0-4.0-1.6","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","2116","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM3.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","18","293499","0.0-4.0-0.7","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","19","295505","0.0-4.0-1.7","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","2004","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/3.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","20","296507","0.0-4.0-0.8","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","21","298561","0.0-4.0-1.8","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","2052","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/2.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","22","299563","0.0-4.0-0.9","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","23","302761","0.0-4.0-1.9","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","3196","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF2.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","24","303762","0.0-4.0-0.10","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","25","305937","0.0-4.0-1.10","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","2172","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>9名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/16.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","26","306938","0.0-4.0-0.11","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","27","310496","0.0-4.0-1.11","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","3556","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>9名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/4.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","28","311498","0.0-4.0-0.12","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","29","313384","0.0-4.0-1.12","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","1884","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>2名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/14.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","30","314386","0.0-4.0-0.13","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","31","317640","0.0-4.0-1.13","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","3252","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/7.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","32","318642","0.0-4.0-0.14","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","33","323455","0.0-4.0-1.14","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","4811","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF4.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","34","324457","0.0-4.0-0.15","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","35","325880","0.0-4.0-1.15","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","1420","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>2名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/16.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","36","326882","0.0-4.0-0.16","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","37","330623","0.0-4.0-1.16","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","3739","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>1名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF5.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","38","331625","0.0-4.0-0.17","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","39","333264","0.0-4.0-1.17","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","1636","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>9名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM1.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","40","334265","0.0-4.0-0.18","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","41","336002","0.0-4.0-1.18","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","1732","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM8.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","42","337003","0.0-4.0-0.19","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","43","338673","0.0-4.0-1.19","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","1668","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/1.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","44","339675","0.0-4.0-0.20","50","1","2022-11-27 09:54:18","7b1eb8be57ff77859c7d9ac988e43411","111.32.123.213","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36 Core/1.94.186.400 QQBrowser/11.3.5195.400","WebKit","Chrome","94.0.4606.71","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
