"","","","","","html-keyboard-response","14","133062","0.0-4.0-0.5","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","15","140075","0.0-4.0-1.5","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","7011","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>9名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/9.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","16","141076","0.0-4.0-0.6","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","17","147417","0.0-4.0-1.6","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","6341","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/10.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","18","148419","0.0-4.0-0.7","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","19","154608","0.0-4.0-1.7","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","6186","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/NCM5.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","20","155609","0.0-4.0-0.8","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","21","158112","0.0-4.0-1.8","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","2501","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/5.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","22","159115","0.0-4.0-0.9","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","23","161864","0.0-4.0-1.9","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","2748","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/NCF1.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","24","162866","0.0-4.0-0.10","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","25","167712","0.0-4.0-1.10","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","4844","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/NCF1.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","26","168714","0.0-4.0-0.11","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","27","172304","0.0-4.0-1.11","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","3588","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>3名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/NCF4.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","28","173305","0.0-4.0-0.12","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","29","176711","0.0-4.0-1.12","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","3404","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/NCF3.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","30","177713","0.0-4.0-0.13","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","31","183551","0.0-4.0-1.13","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","5835","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/12.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","32","184554","0.0-4.0-0.14","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","33","186879","0.0-4.0-1.14","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","2323","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>1名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/NCM4.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","34","187882","0.0-4.0-0.15","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","35","191071","0.0-4.0-1.15","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","3187","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/7.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","36","192074","0.0-4.0-0.16","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","37","193671","0.0-4.0-1.16","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","1595","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/NCF6.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","38","194673","0.0-4.0-0.17","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","39","197599","0.0-4.0-1.17","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","2924","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>3名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/1.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","40","198601","0.0-4.0-0.18","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","41","202463","0.0-4.0-1.18","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","3859","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/13.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","42","203465","0.0-4.0-0.19","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","43","206260","0.0-4.0-1.19","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","2795","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>1名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/14.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","44","207263","0.0-4.0-0.20","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","45","211500","0.0-4.0-1.20","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","4235","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>1名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/5.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","46","212503","0.0-4.0-0.21","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","47","217236","0.0-4.0-1.21","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","4730","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/NCF3.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","48","218238","0.0-4.0-0.22","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","49","222060","0.0-4.0-1.22","162","1","2022-10-09 13:52:47","d60b49b5908c80e163b920d72b52d584","219.142.99.24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","WebKit","Chrome","95.0.4638.69","Windows","6.1","3818","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/NCM2.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
